"DSP_sample_ID","DSP_Pedon_ID","hzdesg","layer_no","hrzdep_t","hrzdep_b"
"WoCT1 - 2 - 3","WoCT1 - 2","Ap",3,10,16
"WoCT1 - 2 - 4","WoCT1 - 2","Ap",4,16,33
"WoCT1 - 2 - 5","WoCT1 - 2","Bt",5,33,65
"WoCT1 - 2 - 6","WoCT1 - 2","Btg",6,65,90
"WoCT1 - 2 - 7","WoCT1 - 2","Btg",7,90,100
"WoCT1 - 3 - 1","WoCT1 - 3","Ap",1,0,5
"WoCT1 - 3 - 2","WoCT1 - 3","Ap",2,5,10
"WoCT1 - 3 - 3","WoCT1 - 3","Ap",3,10,16
"WoCT1 - 3 - 4","WoCT1 - 3","Ap",4,16,33
"WoCT1 - 3 - 5","WoCT1 - 3","Bt",5,33,65
"WoCT1 - 3 - 6","WoCT1 - 3","Btg",6,65,90
"WoCT1 - 3 - 7","WoCT1 - 3","Btg",7,90,100
"WoNT2 - 1 - 1","WoNT2 - 1","Ap",1,0,5
"WoNT2 - 1 - 2","WoNT2 - 1","Ap",2,5,10
"WoNT2 - 1 - 3","WoNT2 - 1","Ap",3,10,33
"WoNT2 - 1 - 4","WoNT2 - 1","Bt",4,33,61
"WoNT2 - 1 - 5","WoNT2 - 1","Bt",5,61,79
"WoNT2 - 1 - 6","WoNT2 - 1","Btg",6,79,100
"WoNT2 - 2 - 1","WoNT2 - 2","Ap",1,0,5
"WoNT2 - 2 - 2","WoNT2 - 2","Ap",2,5,10
"WoNT2 - 2 - 3","WoNT2 - 2","Ap",3,10,33
"WoNT2 - 2 - 4","WoNT2 - 2","Bt",4,33,61
"WoNT2 - 2 - 5","WoNT2 - 2","Bt",5,61,79
"WoNT2 - 2 - 6","WoNT2 - 2","Btg",6,79,100
"WoNT2 - 3 - 1","WoNT2 - 3","Ap",1,0,5
"WoNT2 - 3 - 2","WoNT2 - 3","Ap",2,5,10
"WoNT2 - 3 - 3","WoNT2 - 3","Ap",3,10,33
"WoNT2 - 3 - 4","WoNT2 - 3","Bt",4,33,61
"WoNT2 - 3 - 5","WoNT2 - 3","Bt",5,61,79
"WoNT2 - 3 - 6","WoNT2 - 3","Btg",6,79,100
"WoH2 - 1 - 1","WoH2 - 1","Ap",1,0,5
"WoH2 - 1 - 2","WoH2 - 1","Ap",2,5,10
"WoH2 - 1 - 3","WoH2 - 1","A",3,10,46
"WoH2 - 1 - 4","WoH2 - 1","AB",4,46,78
"WoH2 - 1 - 5","WoH2 - 1","Bt",5,78,100
"WoH2 - 2 - 1","WoH2 - 2","Ap",1,0,5
"WoH2 - 2 - 2","WoH2 - 2","Ap",2,5,10
"WoH2 - 2 - 3","WoH2 - 2","A",3,10,46
"WoH2 - 2 - 4","WoH2 - 2","AB",4,46,78
"WoH2 - 2 - 5","WoH2 - 2","Bt",5,78,100
"WoH2 - 3 - 1","WoH2 - 3","Ap",1,0,5
"WoH2 - 3 - 2","WoH2 - 3","Ap",2,5,10
"WoH2 - 3 - 3","WoH2 - 3","A",3,10,46
"WoH2 - 3 - 4","WoH2 - 3","AB",4,46,78
"WoH2 - 3 - 5","WoH2 - 3","Bt",5,78,100
"JoXT1 - 1 - 1","JoXT1 - 1","Ap",1,0,5
"JoXT1 - 1 - 2","JoXT1 - 1","Ap",2,5,10
"JoXT1 - 1 - 3","JoXT1 - 1","Ap",3,10,25
"JoXT1 - 1 - 4","JoXT1 - 1","AB",4,25,38
"JoXT1 - 1 - 5","JoXT1 - 1","Bt",5,38,69
"JoXT1 - 1 - 6","JoXT1 - 1","Bt",6,69,100
"JoXT1 - 2 - 1","JoXT1 - 2","Ap",1,0,5
"JoXT1 - 2 - 2","JoXT1 - 2","Ap",2,5,10
"JoXT1 - 2 - 3","JoXT1 - 2","Ap",3,10,25
"JoXT1 - 2 - 4","JoXT1 - 2","AB",4,25,38
"JoXT1 - 2 - 5","JoXT1 - 2","Bt",5,38,69
"JoXT1 - 2 - 6","JoXT1 - 2","Bt",6,69,100
"JoXT1 - 3 - 1","JoXT1 - 3","Ap",1,0,5
"JoXT1 - 3 - 2","JoXT1 - 3","Ap",2,5,10
"JoXT1 - 3 - 3","JoXT1 - 3","Ap",3,10,25
"JoXT1 - 3 - 4","JoXT1 - 3","AB",4,25,38
"JoXT1 - 3 - 5","JoXT1 - 3","Bt",5,38,69
"JoXT1 - 3 - 6","JoXT1 - 3","Bt",6,69,100
"JoF3 - 1 - 1","JoF3 - 1","A",1,0,5
"JoF3 - 1 - 2","JoF3 - 1","A",2,5,10
"JoF3 - 1 - 3","JoF3 - 1","A",3,10,43
"JoF3 - 1 - 4","JoF3 - 1","Bt",4,43,65
"JoF3 - 1 - 5","JoF3 - 1","Bt",5,65,100
"JoF3 - 2 - 1","JoF3 - 2","A",1,0,5
"JoF3 - 2 - 2","JoF3 - 2","A",2,5,10
"JoF3 - 2 - 3","JoF3 - 2","A",3,10,43
"JoF3 - 2 - 4","JoF3 - 2","Bt",4,43,65
"JoF3 - 2 - 5","JoF3 - 2","Bt",5,65,100
"JoF3 - 3 - 1","JoF3 - 3","A",1,0,5
"JoF3 - 3 - 2","JoF3 - 3","A",2,5,10
"JoF3 - 3 - 3","JoF3 - 3","A",3,10,43
"JoF3 - 3 - 4","JoF3 - 3","Bt",4,43,65
"JoF3 - 3 - 5","JoF3 - 3","Bt",5,65,100
"JoV2 - 1 - 1","JoV2 - 1","Ap",1,0,5
"JoV2 - 1 - 2","JoV2 - 1","Ap",2,5,10
"JoV2 - 1 - 3","JoV2 - 1","Ap",3,10,25
"JoV2 - 1 - 4","JoV2 - 1","Bt",4,25,49
"JoV2 - 1 - 5","JoV2 - 1","Bt",5,49,84
"JoV2 - 1 - 6","JoV2 - 1","2BC",6,84,100
"JoV2 - 2 - 1","JoV2 - 2","Ap",1,0,5
"JoV2 - 2 - 2","JoV2 - 2","Ap",2,5,10
"JoV2 - 2 - 3","JoV2 - 2","Ap",3,10,25
"JoV2 - 2 - 4","JoV2 - 2","Bt",4,25,49
"JoV2 - 2 - 5","JoV2 - 2","Bt",5,49,84
"JoV2 - 2 - 6","JoV2 - 2","2BC",6,84,100
"JoV2 - 3 - 1","JoV2 - 3","Ap",1,0,5
"JoV2 - 3 - 2","JoV2 - 3","Ap",2,5,10
"JoV2 - 3 - 3","JoV2 - 3","Ap",3,10,25
"JoXT2 - 1 - 1","JoXT2 - 1","Ap",1,0,5
"JoXT2 - 1 - 2","JoXT2 - 1","Ap",2,5,10
"JoXT2 - 1 - 3","JoXT2 - 1","Ap",3,10,24
"JoXT2 - 1 - 4","JoXT2 - 1","Bt",4,24,57
"JoXT2 - 1 - 5","JoXT2 - 1","Bt",5,57,75
"JoXT2 - 1 - 6","JoXT2 - 1","Bt",6,75,100
"JoXT2 - 2 - 1","JoXT2 - 2","Ap",1,0,5
"JoXT2 - 2 - 2","JoXT2 - 2","Ap",2,5,10
"JoXT2 - 2 - 3","JoXT2 - 2","Ap",3,10,24
"JoXT2 - 2 - 4","JoXT2 - 2","Bt",4,24,57
"JoXT2 - 2 - 5","JoXT2 - 2","Bt",5,57,75
"JoXT2 - 2 - 6","JoXT2 - 2","Bt",6,75,100
"JoXT2 - 3 - 1","JoXT2 - 3","Ap",1,0,5
"JoXT2 - 3 - 2","JoXT2 - 3","Ap",2,5,10
"JoXT2 - 3 - 3","JoXT2 - 3","Ap",3,10,24
"JoXT2 - 3 - 4","JoXT2 - 3","Bt",4,24,57
"JoXT2 - 3 - 5","JoXT2 - 3","Bt",5,57,75
"JoXT2 - 3 - 6","JoXT2 - 3","Bt",6,75,100
"JoXT3 - 1 - 1","JoXT3 - 1","Ap",1,0,5
"JoXT3 - 1 - 2","JoXT3 - 1","Ap",2,5,10
"JoXT3 - 1 - 3","JoXT3 - 1","Ap",3,10,28
"JoXT3 - 1 - 4","JoXT3 - 1","AB",4,28,60
"JoXT3 - 1 - 5","JoXT3 - 1","BCt",5,60,100
"JoXT3 - 2 - 1","JoXT3 - 2","Ap",1,0,5
"JoXT3 - 2 - 2","JoXT3 - 2","Ap",2,5,10
"JoXT3 - 2 - 3","JoXT3 - 2","Ap",3,10,28
"JoXT3 - 2 - 4","JoXT3 - 2","AB",4,28,60
"JoXT3 - 2 - 5","JoXT3 - 2","BCt",5,60,100
"JoXT3 - 3 - 1","JoXT3 - 3","Ap",1,0,5
"JoXT3 - 3 - 2","JoXT3 - 3","Ap",2,5,10
"JoXT3 - 3 - 3","JoXT3 - 3","Ap",3,10,28
"JoXT3 - 3 - 4","JoXT3 - 3","AB",4,28,60
"JoXT3 - 3 - 5","JoXT3 - 3","BCt",5,60,100
"JoV3 - 1 - 1","JoV3 - 1","Ap",1,0,5
"JoV3 - 1 - 2","JoV3 - 1","Ap",2,5,10
"JoV3 - 1 - 3","JoV3 - 1","AB",3,10,56
"JoV3 - 1 - 4","JoV3 - 1","Bt",4,56,74
"JoV3 - 1 - 5","JoV3 - 1","Bt",5,74,100
"JoV3 - 2 - 1","JoV3 - 2","Ap",1,0,5
"JoV3 - 2 - 2","JoV3 - 2","Ap",2,5,10
"JoV3 - 2 - 3","JoV3 - 2","AB",3,10,56
"JoV3 - 2 - 4","JoV3 - 2","Bt",4,56,74
"JoV3 - 2 - 5","JoV3 - 2","Bt",5,74,100
"JoV3 - 3 - 1","JoV3 - 3","Ap",1,0,5
"JoV3 - 3 - 2","JoV3 - 3","Ap",2,5,10
"JoV3 - 3 - 3","JoV3 - 3","AB",3,10,56
"JoV3 - 3 - 4","JoV3 - 3","Bt",4,56,74
"JoV3 - 3 - 5","JoV3 - 3","Bt",5,74,100
"WoH3 - 1 - 1","WoH3 - 1","Ap",1,0,5
"WoH3 - 1 - 2","WoH3 - 1","Ap",2,5,10
"WoH3 - 1 - 3","WoH3 - 1","A",3,10,45
"WoH3 - 1 - 4","WoH3 - 1","Bt",4,45,95
"WoH3 - 1 - 5","WoH3 - 1","Bt",5,95,100
"WoH3 - 2 - 1","WoH3 - 2","Ap",1,0,5
"WoH3 - 2 - 2","WoH3 - 2","Ap",2,5,10
"WoH3 - 2 - 3","WoH3 - 2","A",3,10,45
"WoH3 - 2 - 4","WoH3 - 2","Bt",4,45,95
"WoH3 - 2 - 5","WoH3 - 2","Bt",5,95,100
"WoH3 - 3 - 1","WoH3 - 3","Ap",1,0,5
"WoH3 - 3 - 2","WoH3 - 3","Ap",2,5,10
"WoH3 - 3 - 3","WoH3 - 3","A",3,10,45
"WoH3 - 3 - 4","WoH3 - 3","Bt",4,45,95
"WoH3 - 3 - 5","WoH3 - 3","Bt",5,95,100
"WoCT2 - 1 - 1","WoCT2 - 1","Ap",1,0,5
"WoCT2 - 1 - 2","WoCT2 - 1","Ap",2,5,10
"WoCT2 - 1 - 3","WoCT2 - 1","Ap",3,10,25
"WoCT2 - 1 - 4","WoCT2 - 1","Bt",4,25,58
"WoCT2 - 1 - 5","WoCT2 - 1","Btg",5,58,100
"WoCT2 - 2 - 1","WoCT2 - 2","Ap",1,0,5
"WoCT2 - 2 - 2","WoCT2 - 2","Ap",2,5,10
"WoCT2 - 2 - 3","WoCT2 - 2","Ap",3,10,25
"WoCT2 - 2 - 4","WoCT2 - 2","Bt",4,25,58
"WoCT2 - 2 - 5","WoCT2 - 2","Btg",5,58,100
"WoCT2 - 3 - 1","WoCT2 - 3","Ap",1,0,5
"WoCT2 - 3 - 2","WoCT2 - 3","Ap",2,5,10
"WoCT2 - 3 - 3","WoCT2 - 3","Ap",3,10,25
"WoCT2 - 3 - 4","WoCT2 - 3","Bt",4,25,58
"WoCT2 - 3 - 5","WoCT2 - 3","Btg",5,58,100
"WoCT3 - 1 - 1","WoCT3 - 1","Ap",1,0,5
"WoCT3 - 1 - 2","WoCT3 - 1","Ap",2,5,10
"WoCT3 - 1 - 3","WoCT3 - 1","Ap",3,10,22
"WoCT3 - 1 - 4","WoCT3 - 1","Bt",4,22,57
"WoCT3 - 1 - 5","WoCT3 - 1","Bt",5,57,100
"WoCT3 - 2 - 1","WoCT3 - 2","Ap",1,0,5
"WoCT3 - 2 - 2","WoCT3 - 2","Ap",2,5,10
"WoCT3 - 2 - 3","WoCT3 - 2","Ap",3,10,22
"WoCT3 - 2 - 4","WoCT3 - 2","Bt",4,22,57
"WoCT3 - 2 - 5","WoCT3 - 2","Bt",5,57,100
"WoCT3 - 3 - 1","WoCT3 - 3","Ap",1,0,5
"WoCT3 - 3 - 2","WoCT3 - 3","Ap",2,5,10
"WoCT3 - 3 - 3","WoCT3 - 3","Ap",3,10,22
"WoCT3 - 3 - 4","WoCT3 - 3","Bt",4,22,57
"WoCT3 - 3 - 5","WoCT3 - 3","Bt",5,57,100
"WoNT3 - 1 - 1","WoNT3 - 1","Ap",1,0,5
"WoNT3 - 1 - 2","WoNT3 - 1","Ap",2,5,10
"WoNT3 - 1 - 3","WoNT3 - 1","Ap",3,10,21
"WoNT3 - 1 - 4","WoNT3 - 1","Bt",4,21,70
"WoNT3 - 1 - 5","WoNT3 - 1","Bt",5,70,100
"WoNT3 - 2 - 1","WoNT3 - 2","Ap",1,0,5
"WoNT3 - 2 - 2","WoNT3 - 2","Ap",2,5,10
"WoNT3 - 2 - 3","WoNT3 - 2","Ap",3,10,21
"WoNT3 - 2 - 4","WoNT3 - 2","Bt",4,21,70
"WoNT3 - 2 - 5","WoNT3 - 2","Bt",5,70,100
"WoNT3 - 3 - 1","WoNT3 - 3","Ap",1,0,5
"WoNT3 - 3 - 2","WoNT3 - 3","Ap",2,5,10
"WoNT3 - 3 - 3","WoNT3 - 3","Ap",3,10,21
"WoNT3 - 3 - 4","WoNT3 - 3","Bt",4,21,70
"WoNT3 - 3 - 5","WoNT3 - 3","Bt",5,70,100
"IL-115-SW-WDFLD-001-1-051220","IL-115-SW-WDFLD-001","",1,0,5
"IL-115-SW-WDFLD-001-2-051220","IL-115-SW-WDFLD-001","",2,5,10
"IL-115-SW-WDFLD-001-3-051220","IL-115-SW-WDFLD-001","",3,10,20
"IL-115-SW-WDFLD-001-4-051220","IL-115-SW-WDFLD-001","",4,20,30
"IL-115-SW-WDFLD-001-5-051220","IL-115-SW-WDFLD-001","",5,30,50
"IL-115-SW-WDFLD-001-6-051220","IL-115-SW-WDFLD-001","",6,50,100
"IL-115-SW-WDFLD-002-1-051220","IL-115-SW-WDFLD-002","",1,0,5
"IL-115-SW-WDFLD-002-2-051220","IL-115-SW-WDFLD-002","",2,5,10
"IL-115-SW-WDFLD-002-3-051220","IL-115-SW-WDFLD-002","",3,10,20
"IL-115-SW-WDFLD-002-4-051220","IL-115-SW-WDFLD-002","",4,20,30
"IL-115-SW-WDFLD-002-5-051220","IL-115-SW-WDFLD-002","",5,30,50
"IL-115-SW-WDFLD-002-6-051220","IL-115-SW-WDFLD-002","",6,50,100
"IL-115-SW-WDFLD-003-1-051220","IL-115-SW-WDFLD-003","",1,0,5
"IL-115-SW-WDFLD-003-2-051220","IL-115-SW-WDFLD-003","",2,5,10
"IL-115-SW-WDFLD-003-3-051220","IL-115-SW-WDFLD-003","",3,10,20
"IL-115-SW-WDFLD-003-4-051220","IL-115-SW-WDFLD-003","",4,20,30
"IL-115-SW-WDFLD-003-5-051220","IL-115-SW-WDFLD-003","",5,30,50
"IL-115-SW-WDFLD-003-6-051220","IL-115-SW-WDFLD-003","",6,50,100
"IL-115-SW-ETAL-001-1-051220","IL-115-SW-ETAL-001","",1,0,5
"IL-115-SW-ETAL-001-2-051220","IL-115-SW-ETAL-001","",2,5,10
"IL-115-SW-ETAL-001-3-051220","IL-115-SW-ETAL-001","",3,10,20
"IL-115-SW-ETAL-001-4-051220","IL-115-SW-ETAL-001","",4,20,30
"IL-115-SW-ETAL-001-5-051220","IL-115-SW-ETAL-001","",5,30,50
"IL-115-SW-ETAL-001-6-051220","IL-115-SW-ETAL-001","",6,50,100
"IL-115-SW-ETAL-002-1-051220","IL-115-SW-ETAL-002","",1,0,5
"IL-115-SW-ETAL-002-2-051220","IL-115-SW-ETAL-002","",2,5,10
"IL-115-SW-ETAL-002-3-051220","IL-115-SW-ETAL-002","",3,10,20
"IL-115-SW-ETAL-002-4-051220","IL-115-SW-ETAL-002","",4,20,30
"IL-115-SW-ETAL-002-5-051220","IL-115-SW-ETAL-002","",5,30,50
"IL-115-SW-ETAL-002-6-051220","IL-115-SW-ETAL-002","",6,50,100
"IL-115-SW-ETAL-003-1-051220","IL-115-SW-ETAL-003","",1,0,5
"IL-115-SW-ETAL-003-2-051220","IL-115-SW-ETAL-003","",2,5,10
"IL-115-SW-ETAL-003-3-051220","IL-115-SW-ETAL-003","",3,10,20
"IL-115-SW-ETAL-003-4-051220","IL-115-SW-ETAL-003","",4,20,30
"IL-115-SW-ETAL-003-5-051220","IL-115-SW-ETAL-003","",5,30,50
"IL-115-SW-ETAL-003-6-051220","IL-115-SW-ETAL-003","",6,50,100
"IL-147-SW-TS-001-1-051220","IL-147-SW-TS-001","",1,0,5
"IL-147-SW-TS-001-2-051220","IL-147-SW-TS-001","",2,5,10
"IL-147-SW-TS-001-3-051220","IL-147-SW-TS-001","",3,10,20
"IL-147-SW-TS-001-4-051220","IL-147-SW-TS-001","",4,20,30
"IL-147-SW-TS-001-5-051220","IL-147-SW-TS-001","",5,30,50
"IL-147-SW-TS-001-6-051220","IL-147-SW-TS-001","",6,50,100
"IL-147-SW-TS-002-1-051220","IL-147-SW-TS-002","",1,0,5
